Subject	Site	Sex	Group	Age	Date	Day	Session	trial_number	Side	chose_side	correct	Comment	same_side_as_before
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	1	r	l	0		
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	2	l	l	1		1
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	3	r	l	0		1
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	4	l	l	1		1
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	5	r	l	0		1
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	6	l	r	0		0
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	7	r	l	0		0
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	8	l	l	1		1
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	9	r	l	0		1
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	10	l	r	0		0
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	11	l	l	1		0
Chipie	kenya	f	young chimps	27	24/10/2018	15	1	12	r	l	0		1
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	1	r	l	0		
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	2	l	r	0		0
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	3	r	l	0		0
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	4	l	r	0		0
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	5	r	l	0		0
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	6	l	r	0		0
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	7	l	r	0		1
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	8	r	l	0		0
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	9	r	l	0		1
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	10	l	r	0		0
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	11	l	r	0		1
Amizero	kenya	f	young chimps	29	24/10/2018	15	1	12	r	l	0		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	1	r	r	1		
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	2	l	r	0		1
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	3	r	l	0		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	4	l	r	0		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	5	r	l	0		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	6	l	l	1		1
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	7	l	r	0		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	8	r	l	0		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	9	r	l	0		1
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	10	l	r	0		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	11	l	l	1		0
Uruhara	kenya	m	young chimps	29	24/10/2018	15	1	12	r	l	0		1
Roy	kenya	m	young chimps	11	24/10/2018	15	1	1	r	l	0		
Roy	kenya	m	young chimps	11	24/10/2018	15	1	2	l	r	0		0
Roy	kenya	m	young chimps	11	24/10/2018	15	1	3	r	l	0		0
Roy	kenya	m	young chimps	11	24/10/2018	15	1	4	l	l	1		1
Roy	kenya	m	young chimps	11	24/10/2018	15	1	5	r	l	0		1
Roy	kenya	m	young chimps	11	24/10/2018	15	1	6	l	r	0		0
Roy	kenya	m	young chimps	11	24/10/2018	15	1	7	l	r	0		1
Roy	kenya	m	young chimps	11	24/10/2018	15	1	8	r	l	0		0
Roy	kenya	m	young chimps	11	24/10/2018	15	1	9	r	l	0		1
Roy	kenya	m	young chimps	11	24/10/2018	15	1	10	l	r	0		0
Roy	kenya	m	young chimps	11	24/10/2018	15	1	11	l	r	0		1
Roy	kenya	m	young chimps	11	24/10/2018	15	1	12	r	l	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	1	r	l	0		
Manno	kenya	m	young chimps	5	24/10/2018	15	1	2	l	r	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	3	r	l	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	4	l	r	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	5	r	l	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	6	l	r	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	7	l	r	0		1
Manno	kenya	m	young chimps	5	24/10/2018	15	1	8	r	l	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	9	r	l	0		1
Manno	kenya	m	young chimps	5	24/10/2018	15	1	10	l	r	0		0
Manno	kenya	m	young chimps	5	24/10/2018	15	1	11	l	r	0		1
Manno	kenya	m	young chimps	5	24/10/2018	15	1	12	r	l	0		0
Jane	kenya	f	young chimps	14	24/10/2018	15	1	1	r	l	0		
Jane	kenya	f	young chimps	14	24/10/2018	15	1	2	l	l	1		1
Jane	kenya	f	young chimps	14	24/10/2018	15	1	3	r	l	0		1
Jane	kenya	f	young chimps	14	24/10/2018	15	1	4	l	r	0		0
Jane	kenya	f	young chimps	14	24/10/2018	15	1	5	r	l	0		0
Jane	kenya	f	young chimps	14	24/10/2018	15	1	6	l	r	0		0
Jane	kenya	f	young chimps	14	24/10/2018	15	1	7	l	r	0		1
Jane	kenya	f	young chimps	14	24/10/2018	15	1	8	r	l	0		0
Jane	kenya	f	young chimps	14	24/10/2018	15	1	9	r	l	0		1
Jane	kenya	f	young chimps	14	24/10/2018	15	1	10	l	l	1		1
Jane	kenya	f	young chimps	14	24/10/2018	15	1	11	l	l	1		1
Jane	kenya	f	young chimps	14	24/10/2018	15	1	12	r	l	0		1
William	kenya	m	young chimps	18	24/10/2018	15	1	1	r	l	0		
William	kenya	m	young chimps	18	24/10/2018	15	1	2	l	r	0		0
William	kenya	m	young chimps	18	24/10/2018	15	1	3	r	l	0		0
William	kenya	m	young chimps	18	24/10/2018	15	1	4	l	r	0		0
William	kenya	m	young chimps	18	24/10/2018	15	1	5	l	r	0		1
William	kenya	m	young chimps	18	24/10/2018	15	1	6	r	l	0		0
William	kenya	m	young chimps	18	24/10/2018	15	1	7	l	r	0		0
William	kenya	m	young chimps	18	24/10/2018	15	1	8	r	l	0		0
William	kenya	m	young chimps	18	24/10/2018	15	1	9	r	l	0		1
William	kenya	m	young chimps	18	24/10/2018	15	1	10	l	r	0		0
William	kenya	m	young chimps	18	24/10/2018	15	1	11	l	r	0		1
William	kenya	m	young chimps	18	24/10/2018	15	1	12	l	r	0		1
Tess	kenya	f	young chimps	26	24/10/2018	15	1	1	r	l	0		
Tess	kenya	f	young chimps	26	24/10/2018	15	1	2	l	r	0		0
Tess	kenya	f	young chimps	26	24/10/2018	15	1	3	r	r	1		1
Tess	kenya	f	young chimps	26	24/10/2018	15	1	4	l	r	0		1
Tess	kenya	f	young chimps	26	24/10/2018	15	1	5	r	l	0	Tess grabed the transparent box	0
Tess	kenya	f	young chimps	26	24/10/2018	15	1	6	r	l	0	Tess grabed the transparent box	1
Tess	kenya	f	young chimps	26	25/10/2018	15	1	7	l	r	0		0
Tess	kenya	f	young chimps	26	25/10/2018	15	1	8	l	r	0		1
Tess	kenya	f	young chimps	26	25/10/2018	15	1	9	r	l	0		0
Tess	kenya	f	young chimps	26	25/10/2018	15	1	10	l	r	0		0
Tess	kenya	f	young chimps	26	25/10/2018	15	1	11	r	l	0		0
Tess	kenya	f	young chimps	26	25/10/2018	15	1	12	l	r	0		0
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	1	r	l	0		
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	2	l	l	1		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	3	r	l	0		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	4	l	r	0		0
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	5	r	l	0		0
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	6	l	l	1		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	7	l	l	1		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	8	l	l	1		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	9	r	l	0		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	10	r	l	0		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	11	l	l	1		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	12	l	l	1		1
Chipie	kenya	f	young chimps	27	25/10/2018	15	2	13	r	l	0		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	1	r	r	1		
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	2	l	r	0		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	3	r	r	1		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	4	l	r	0		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	5	r	l	0		0
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	6	l	r	0		0
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	7	l	r	0		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	8	r	r	1		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	9	r	r	1		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	10	l	r	0		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	11	l	r	0		1
Amizero	kenya	f	young chimps	29	25/10/2018	15	2	12	r	l	0		0
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	1	r	l	0		
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	2	l	r	0		0
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	3	r	r	1		1
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	4	l	r	0		1
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	5	r	r	1	2 pieces of food in opaque box	1
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	6	l	r	0		1
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	7	l	r	0		1
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	8	r	r	1		1
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	9	r	l	0		0
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	10	l	r	0		0
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	11	l	r	0		1
Uruhara	kenya	m	young chimps	29	25/10/2018	15	2	12	r	r	1		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	1	r	l	0		
Roy	kenya	m	young chimps	11	25/10/2018	15	2	2	l	r	0		0
Roy	kenya	m	young chimps	11	25/10/2018	15	2	3	r	r	1	2 pieces of food in opaque box	1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	4	l	r	0		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	5	r	r	1		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	6	l	r	0		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	7	l	r	0		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	8	r	r	1		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	9	r	r	1		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	10	l	r	0		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	11	l	r	0		1
Roy	kenya	m	young chimps	11	25/10/2018	15	2	12	r	r	1		1
Manno	kenya	m	young chimps	5	25/10/2018	15	2	1	r	l	0		
Manno	kenya	m	young chimps	5	25/10/2018	15	2	2	l	r	0		0
Manno	kenya	m	young chimps	5	25/10/2018	15	2	3	r	r	1		1
Manno	kenya	m	young chimps	5	25/10/2018	15	2	4	l	r	0		1
Manno	kenya	m	young chimps	5	25/10/2018	15	2	5	r	l	0		0
Manno	kenya	m	young chimps	5	25/10/2018	15	2	6	l	r	0		0
Manno	kenya	m	young chimps	5	25/10/2018	15	2	7	l	r	0		1
Manno	kenya	m	young chimps	5	25/10/2018	15	2	8	r	l	0		0
Manno	kenya	m	young chimps	5	25/10/2018	15	2	9	r	l	0		1
Manno	kenya	m	young chimps	5	25/10/2018	15	2	10	l	r	0		0
Manno	kenya	m	young chimps	5	25/10/2018	15	2	11	l	r	0		1
Manno	kenya	m	young chimps	5	25/10/2018	15	2	12	r	l	0		0
Jane	kenya	f	young chimps	14	25/10/2018	15	2	1	r	r	1		
Jane	kenya	f	young chimps	14	25/10/2018	15	2	2	l	r	0		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	3	r	l	0		0
Jane	kenya	f	young chimps	14	25/10/2018	15	2	4	l	r	0		0
Jane	kenya	f	young chimps	14	25/10/2018	15	2	5	r	r	1		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	6	l	r	0		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	7	l	r	0		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	8	r	r	1		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	9	r	r	1		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	10	l	r	0		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	11	l	r	0		1
Jane	kenya	f	young chimps	14	25/10/2018	15	2	12	r	r	1		1
William	kenya	m	young chimps	18	25/10/2018	15	2	1	r	r	1		
William	kenya	m	young chimps	18	25/10/2018	15	2	2	l	r	0		1
William	kenya	m	young chimps	18	25/10/2018	15	2	3	r	r	1		1
William	kenya	m	young chimps	18	25/10/2018	15	2	4	l	r	0		1
William	kenya	m	young chimps	18	25/10/2018	15	2	5	r	r	1		1
William	kenya	m	young chimps	18	25/10/2018	15	2	6	l	r	0		1
William	kenya	m	young chimps	18	25/10/2018	15	2	7	l	r	0		1
William	kenya	m	young chimps	18	25/10/2018	15	2	8	r	l	0		0
William	kenya	m	young chimps	18	25/10/2018	15	2	9	r	l	0		1
William	kenya	m	young chimps	18	25/10/2018	15	2	10	l	l	1		1
William	kenya	m	young chimps	18	25/10/2018	15	2	11	l	l	1		1
William	kenya	m	young chimps	18	25/10/2018	15	2	12	r	l	0		1
Tess	kenya	f	young chimps	26	26/10/2018	15	2	1	r	l	0		
Tess	kenya	f	young chimps	26	26/10/2018	15	2	2	l	r	0		0
Tess	kenya	f	young chimps	26	26/10/2018	15	2	3	r	l	0		0
Tess	kenya	f	young chimps	26	26/10/2018	15	2	4	l	r	0		0
Tess	kenya	f	young chimps	26	26/10/2018	15	2	5	r	l	0		0
Tess	kenya	f	young chimps	26	26/10/2018	15	2	6	l	r	0		0
Tess	kenya	f	young chimps	26	26/10/2018	15	2	7	l	r	0		1
Tess	kenya	f	young chimps	26	26/10/2018	15	2	8	r	l	0		0
Tess	kenya	f	young chimps	26	26/10/2018	15	2	9	r	l	0		1
Tess	kenya	f	young chimps	26	26/10/2018	15	2	10	l	r	0		0
Tess	kenya	f	young chimps	26	26/10/2018	15	2	11	l	r	0		1
Tess	kenya	f	young chimps	26	26/10/2018	15	2	12	r	r	1		1
Safari	kenya	m	old chimps	34	01/12/2018	15	1	1	r	l	0		
Safari	kenya	m	old chimps	34	01/12/2018	15	1	2	l	r	0		0
Safari	kenya	m	old chimps	34	01/12/2018	15	1	3	r	l	0		0
Safari	kenya	m	old chimps	34	01/12/2018	15	1	4	l	r	0		0
Safari	kenya	m	old chimps	34	01/12/2018	15	1	5	r	r	1		1
Safari	kenya	m	old chimps	34	01/12/2018	15	1	6	l	r	0		1
Safari	kenya	m	old chimps	34	01/12/2018	15	1	7	r	l	0		0
Safari	kenya	m	old chimps	34	01/12/2018	15	1	8	l	r	0		0
Safari	kenya	m	old chimps	34	02/12/2018	15	1	9	r	l	0	"did not approach the platform within 2 min, session stopped"	0
Safari	kenya	m	old chimps	34	03/12/2018	15	1	10	l	r	0		0
Safari	kenya	m	old chimps	34	03/12/2018	15	1	11	r	l	0		0
Safari	kenya	m	old chimps	34	03/12/2018	15	1	12	l	r	0		0
Safari	kenya	m	old chimps	34	03/12/2018	15	2	1	r	l	0		
Safari	kenya	m	old chimps	34	03/12/2018	15	2	2	l	l	1		1
Safari	kenya	m	old chimps	34	03/12/2018	15	2	3	r	r	1		0
Safari	kenya	m	old chimps	34	03/12/2018	15	2	4	l	r	0	"did not approach the platform within 2 min, session stopped"	1
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	1	r	r	1		
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	2	l	r	0		1
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	3	r	l	0		0
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	4	l	l	1		1
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	5	r	l	0		1
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	6	l	r	0		0
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	7	l	r	0		1
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	8	r	l	0		0
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	9	r	l	0		1
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	10	l	l	1		1
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	11	l	r	0		0
Oscar	kenya	m	old chimps	21	29/11/2018	15	1	12	r	l	0		0
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	1	r	l	0		
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	2	l	r	0		0
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	3	r	r	1		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	4	l	r	0		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	5	r	l	0		0
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	6	l	l	1		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	7	l	l	1		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	8	r	l	0		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	9	r	l	0		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	10	l	l	1		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	11	l	l	1		1
Oscar	kenya	m	old chimps	21	01/12/2018	15	2	12	r	l	0		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	1	r	r	1		
Judy	kenya	f	old chimps	35	29/11/2018	15	1	2	l	r	0		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	3	r	r	1		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	4	l	r	0		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	5	r	r	1		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	6	l	r	0		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	7	l	r	0		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	8	r	r	1		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	9	r	r	1		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	10	l	r	0		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	11	l	r	0		1
Judy	kenya	f	old chimps	35	29/11/2018	15	1	12	r	l	0		0
Judy	kenya	f	old chimps	35	30/11/2018	15	2	1	r	l	0		
Judy	kenya	f	old chimps	35	30/11/2018	15	2	2	l	r	0		0
Judy	kenya	f	old chimps	35	30/11/2018	15	2	3	r	l	0		0
Judy	kenya	f	old chimps	35	30/11/2018	15	2	4	l	r	0		0
Judy	kenya	f	old chimps	35	30/11/2018	15	2	5	r	r	1		1
Judy	kenya	f	old chimps	35	30/11/2018	15	2	6	l	r	0		1
Judy	kenya	f	old chimps	35	30/11/2018	15	2	7	l	r	0		1
Judy	kenya	f	old chimps	35	30/11/2018	15	2	8	r	l	0		0
Judy	kenya	f	old chimps	35	30/11/2018	15	2	9	r	l	0		1
Judy	kenya	f	old chimps	35	30/11/2018	15	2	10	l	r	0		0
Judy	kenya	f	old chimps	35	30/11/2018	15	2	11	l	r	0		1
Judy	kenya	f	old chimps	35	30/11/2018	15	2	12	r	l	0		0
Alley	kenya	f	old chimps	31	29/11/2018	15	1	1	r	l	0		
Alley	kenya	f	old chimps	31	29/11/2018	15	1	2	l	r	0		0
Alley	kenya	f	old chimps	31	29/11/2018	15	1	3	r	l	0		0
Alley	kenya	f	old chimps	31	29/11/2018	15	1	4	l	l	1		1
Alley	kenya	f	old chimps	31	29/11/2018	15	1	5	r	l	0		1
Alley	kenya	f	old chimps	31	29/11/2018	15	1	6	l	r	0		0
Alley	kenya	f	old chimps	31	29/11/2018	15	1	7	l	r	0		1
Alley	kenya	f	old chimps	31	29/11/2018	15	1	8	r	l	0		0
Alley	kenya	f	old chimps	31	29/11/2018	15	1	9	r	l	0		1
Alley	kenya	f	old chimps	31	29/11/2018	15	1	10	l	l	1		1
Alley	kenya	f	old chimps	31	29/11/2018	15	1	11	l	l	1		1
Alley	kenya	f	old chimps	31	29/11/2018	15	1	12	r	l	0		1
Alley	kenya	f	old chimps	31	30/11/2018	15	2	1	r	l	0		
Alley	kenya	f	old chimps	31	30/11/2018	15	2	2	l	r	0		0
Alley	kenya	f	old chimps	31	30/11/2018	15	2	3	r	l	0		0
Alley	kenya	f	old chimps	31	30/11/2018	15	2	4	l	r	0		0
Alley	kenya	f	old chimps	31	30/11/2018	15	2	5	r	l	0		0
Alley	kenya	f	old chimps	31	30/11/2018	15	2	6	l	r	0		0
Alley	kenya	f	old chimps	31	30/11/2018	15	2	7	l	r	0		1
Alley	kenya	f	old chimps	31	30/11/2018	15	2	8	r	l	0		0
Alley	kenya	f	old chimps	31	30/11/2018	15	2	9	r	l	0		1
Alley	kenya	f	old chimps	31	30/11/2018	15	2	10	l	r	0		0
Alley	kenya	f	old chimps	31	30/11/2018	15	2	11	l	r	0		1
Alley	kenya	f	old chimps	31	30/11/2018	15	2	12	r	l	0		0
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	1	r	r	1		
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	2	l	r	0		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	3	r	r	1		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	4	l	r	0		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	5	r	r	1		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	6	l	r	0		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	7	l	r	0		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	8	r	r	1		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	9	r	r	1		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	10	l	r	0		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	11	l	r	0		1
Ajabu	kenya	f	old chimps	10	01/12/2018	15	1	12	r	r	1		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	1	l	r	0		
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	2	r	r	1		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	3	l	r	0		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	4	r	r	1		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	5	r	r	1		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	6	l	r	0		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	7	l	r	0		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	8	r	r	1		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	9	r	r	1		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	10	l	r	0		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	11	l	r	0		1
Ajabu	kenya	f	old chimps	10	02/12/2018	15	2	12	r	r	1		1
Angela	kenya	f	old chimps	7	29/11/2018	15	1	1	r	l	0		
Angela	kenya	f	old chimps	7	29/11/2018	15	1	2	l	r	0		0
Angela	kenya	f	old chimps	7	29/11/2018	15	1	3	r	l	0		0
Angela	kenya	f	old chimps	7	29/11/2018	15	1	4	l	r	0		0
Angela	kenya	f	old chimps	7	29/11/2018	15	1	5	r	l	0		0
Angela	kenya	f	old chimps	7	29/11/2018	15	1	6	l	r	0		0
Angela	kenya	f	old chimps	7	29/11/2018	15	1	7	l	r	0		1
Angela	kenya	f	old chimps	7	29/11/2018	15	1	8	r	r	1		1
Angela	kenya	f	old chimps	7	29/11/2018	15	1	9	r	l	0		0
Angela	kenya	f	old chimps	7	29/11/2018	15	1	10	l	r	0		0
Angela	kenya	f	old chimps	7	29/11/2018	15	1	11	l	r	0		1
Angela	kenya	f	old chimps	7	29/11/2018	15	1	12	r	l	0		0
Angela	kenya	f	old chimps	7	30/11/2018	15	2	1	r	l	0		
Angela	kenya	f	old chimps	7	30/11/2018	15	2	2	l	r	0		0
Angela	kenya	f	old chimps	7	30/11/2018	15	2	3	r	r	1		1
Angela	kenya	f	old chimps	7	30/11/2018	15	2	4	l	l	1		0
Angela	kenya	f	old chimps	7	30/11/2018	15	2	5	r	l	0		1
Angela	kenya	f	old chimps	7	30/11/2018	15	2	6	l	l	1		1
Angela	kenya	f	old chimps	7	30/11/2018	15	2	7	l	r	0		0
Angela	kenya	f	old chimps	7	30/11/2018	15	2	8	r	l	0		0
Angela	kenya	f	old chimps	7	30/11/2018	15	2	9	r	r	1		0
Angela	kenya	f	old chimps	7	30/11/2018	15	2	10	l	r	0		1
Angela	kenya	f	old chimps	7	30/11/2018	15	2	11	l	r	0		1
Angela	kenya	f	old chimps	7	30/11/2018	15	2	12	r	l	0		0
Cheetah	kenya	f	old chimps	31	28/10/2018		1	1	r	l	0		
Cheetah	kenya	f	old chimps	31	28/10/2018		1	2	l	r	0		0
Cheetah	kenya	f	old chimps	31	28/10/2018		1	3	r	l	0		0
Cheetah	kenya	f	old chimps	31	28/10/2018		1	4	l	r	0		0
Cheetah	kenya	f	old chimps	31	28/10/2018		1	5	r	r	1		1
Cheetah	kenya	f	old chimps	31	28/10/2018		1	6	l	r	0		1
Cheetah	kenya	f	old chimps	31	28/10/2018		1	7	l	r	0		1
Cheetah	kenya	f	old chimps	31	28/10/2018		1	8	r	l	0		0
Cheetah	kenya	f	old chimps	31	28/10/2018		1	9	r	l	0		1
Cheetah	kenya	f	old chimps	31	28/10/2018		1	10	l	r	0		0
Cheetah	kenya	f	old chimps	31	28/10/2018		1	11	l	r	0		1
Cheetah	kenya	f	old chimps	31	28/10/2018		1	12	r	l	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	1	r	l	0		
Cheetah	kenya	f	old chimps	31	29/10/2018		2	2	l	r	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	3	r	l	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	4	l	r	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	5	r	l	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	6	l	r	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	7	l	r	0		1
Cheetah	kenya	f	old chimps	31	29/10/2018		2	8	r	l	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	9	r	l	0		1
Cheetah	kenya	f	old chimps	31	29/10/2018		2	10	l	r	0		0
Cheetah	kenya	f	old chimps	31	29/10/2018		2	11	l	r	0		1
Cheetah	kenya	f	old chimps	31	29/10/2018		2	12	r	r	1		1
Alikaka	kenya	m	old chimps	20	28/10/2018		1	1	r	l	0		
Alikaka	kenya	m	old chimps	20	28/10/2018		1	2	l	r	0		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	3	r	l	0		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	4	l	r	0		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	5	r	l	0		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	6	l	r	0		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	7	l	r	0		1
Alikaka	kenya	m	old chimps	20	28/10/2018		1	8	r	l	0		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	9	r	l	0		1
