Subject	Site	Gender	Group	Age	Date	Trial	Type	Grid	2ndtask_initial	2ndtask_end	NrUntilfindGrid	choice P2	corr P2	choice01	choice01_x	choice01_y	food_x	food_y	distance_c01	choice1_correct	choice02	choice03	choice04	choice05	choice06	choice07	choice08	choice09	choice10	choice11	choice12	choice13	choice14	choice15	choice16	choice17	choice18	choice19	choice20	choice21	choice22	choice23	choice24	choice25	choice26	choice27	choice28	choice29	choice30	choice31	choice32	choice33	choice34	choice35	choice36	choice37	choice38	choice39	choice40	choice41	choice42	choice43	choice44	choice45	choice46	choice47	choice48	choice49	choice50	choice51	choice52	choice53	choice54	choice55	choice56	choice57	choice58	choice59	choice60
Roy	kenya	m	young chimps	11		12	test	15	2	3	2	3	1	11	3	3	3	4	1	0	15																																																										
Tess	kenya	f	young chimps	26		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Tess	kenya	f	young chimps	26		2	warm-up	3			5			14	2	4	3	1	3.16227766	0	15	12	8	3																																																							
Tess	kenya	f	young chimps	26		1	test	9	1	2	12	1	0	4	4	1	1	3	3.605551275	0	8	3	2	6	5	12	16	15	14	10	9																																																
Tess	kenya	f	young chimps	26		2	test	6	3	1	3	1	1	8	4	2	2	2	2	0	7	6																																																									
Tess	kenya	f	young chimps	26		3	test	10	2	3	5	3	1	6	2	2	2	3	1	0	5	9	13	10																																																							
Tess	kenya	f	young chimps	26		4	test	12	3	2	1	3	0	12	4	3	4	3	0	1																																																											
Tess	kenya	f	young chimps	26		5	test	2	2	1	8	1	1	6	2	2	2	1	1	0	7	8	12	16	15	6	2																																																				
Tess	kenya	f	young chimps	26		6	test	11	1	3	41	1	1	5	1	2	3	3	2.236067977	0	6	2	1	3	7	8	12	16	15	14	10	6	5	1	2	3	5	9	10	9	13	9	13	14	15	16	12	7	3	2	6	4	3	4	8	7	8	12	16	11																			
Tess	kenya	f	young chimps	26		7	test	5	1	2	6	2	1	8	4	2	1	2	3	0	7	6	2	1	5																																																						
Tess	kenya	f	young chimps	26		8	test	3	3	2	9	2	1	7	3	2	3	1	1	0	2	1	5	1	7	8	4	3																																																			
Tess	kenya	f	young chimps	26		9	test	14	1	3	11	3	1	2	2	1	2	4	3	0	5	1	3	2	7	8	12	11	10	14																																																	
Tess	kenya	f	young chimps	26		10	test	8	2	1	7	2	0	6	2	2	4	2	2	0	2	5	6	7	3	8																																																					
Tess	kenya	f	young chimps	26		11	test	7	3	1	5	1	1	6	2	2	3	2	1	0	5	1	3	7																																																							
Tess	kenya	f	young chimps	26		12	test	15	2	3	10	3	1	6	2	2	3	4	2.236067977	0	2	1	5	10	9	13	10	11	15																																																		
Uruhara	kenya	m	young chimps	29		1	warm-up	8			9			15	3	4	4	2	2.236067977	0	16	14	13	5	6	1	4	8																																																			
Uruhara	kenya	m	young chimps	29		2	warm-up	3			9			16	4	4	3	1	3.16227766	0	15	14	13	5	7	16	8	3																																																			
Uruhara	kenya	m	young chimps	29		1	test	9	1	2	2	2	1	13	1	4	1	3	1	0	9																																																										
Uruhara	kenya	m	young chimps	29		2	test	6	3	1	7	1	1	13	1	4	2	2	2.236067977	0	9	12	16	14	15	5																																																					
Uruhara	kenya	m	young chimps	29		3	test	10	2	3	48	2	0	14	2	4	2	3	1	0	13	9	5	8	7	3	4	8	12	15	5	1	2	3	8	3	6	5	13	15	12	16	15	7	8	7	1	5	13	6	7	8	16	6	13	4	7	3	6	1	5	13	9	14	13	9	10												
Uruhara	kenya	m	young chimps	29		4	test	12	3	2	1	3	0	12	4	3	4	3	0	1																																																											
Uruhara	kenya	m	young chimps	29		5	test	2	2	1	27	1	1	7	3	2	2	1	1.414213562	0	6	10	11	15	16	14	13	5	6	7	5	8	12	11	16	15	14	13	5	6	7	15	16	8	3	2																																	
Uruhara	kenya	m	young chimps	29		6	test	11	1	3	32	3	1	13	1	4	3	3	2.236067977	0	16	12	8	7	6	5	7	8	16	15	13	9	5	1	2	3	7	3	4	8	7	6	14	15	16	5	14	13	15	11																													
Uruhara	kenya	m	young chimps	29		7	test	5	1	2	1	2	1	5	1	2	1	2	0	1																																																											
Uruhara	kenya	m	young chimps	29		8	test	3	3	2	16	2	1	16	4	4	3	1	3.16227766	0	12	14	15	6	5	2	8	12	16	14	13	5	1	2	3																																												
Uruhara	kenya	m	young chimps	29		9	test	14	1	3	1	3	1	14	2	4	2	4	0	1																																																											
Uruhara	kenya	m	young chimps	29		10	test	8	2	1	21	2	0	14	2	4	4	2	2.828427125	0	11	16	7	8	6	5	1	3	8	11	16	15	11	7	5	13	14	15	11	12																																							
Uruhara	kenya	m	young chimps	29		11	test	7	3	1	10	1	1	2	2	1	3	2	1.414213562	0	6	11	12	16	15	13	9	5	7																																																		
Uruhara	kenya	m	young chimps	29		12	test	15	2	3	3	3	1	10	2	3	3	4	1.414213562	0	14	15																																																									
Manno	kenya	m	young chimps	5		1	warm-up	8			6			15	3	4	4	2	2.236067977	0	11	15	16	14	8																																																						
Manno	kenya	m	young chimps	5		2	warm-up	3			13			11	3	3	3	1	2	0	8	4	7	14	13	15	16	11	8	6	2	3																																															
Manno	kenya	m	young chimps	5		1	test	9	1	2	2	2	1	14	2	4	1	3	1.414213562	0	9																																																										
Manno	kenya	m	young chimps	5		2	test	6	3	1	4	2	0	14	2	4	2	2	2	0	10	13	6																																																								
Manno	kenya	m	young chimps	5		3	test	10	2	3	5	2	0	6	2	2	2	3	1	0	7	6	9	10																																																							
Manno	kenya	m	young chimps	5		4	test	12	3	2	2	3	0	6	2	2	4	3	2.236067977	0	12																																																										
Manno	kenya	m	young chimps	5		5	test	2	2	1	3	1	1	6	2	2	2	1	1	0	10	2																																																									
Manno	kenya	m	young chimps	5		6	test	11	1	3	1	2	0	11	3	3	3	3	0	1																																																											
Manno	kenya	m	young chimps	5		7	test	5	1	2	6	2	1	10	2	3	1	2	1.414213562	0	9	6	7	2	5																																																						
Manno	kenya	m	young chimps	5		8	test	3	3	2	7	2	1	6	2	2	3	1	1.414213562	0	5	9	14	10	11	3																																																					
Manno	kenya	m	young chimps	5		9	test	14	1	3	2	1	0	15	3	4	2	4	1	0	14																																																										
Manno	kenya	m	young chimps	5		10	test	8	2	1	11	2	0	14	2	4	4	2	2.828427125	0	10	9	11	10	14	15	16	11	3	8																																																	
Manno	kenya	m	young chimps	5		11	test	7	3	1	7	3	0	6	2	2	3	2	1	0	10	14	9	15	10	7																																																					
Manno	kenya	m	young chimps	5		12	test	15	2	3	1	3	1	15	3	4	3	4	0	1																																																											
Jane	kenya	f	young chimps	14		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Jane	kenya	f	young chimps	14		2	warm-up	3			6			14	2	4	3	1	3.16227766	0	9	5	1	2	3																																																						
Jane	kenya	f	young chimps	14		1	test	9	1	2	3	3	0	15	3	4	1	3	2.236067977	0	11	9																																																									
Jane	kenya	f	young chimps	14		2	test	6	3	1	4	3	0	16	4	4	2	2	2.828427125	0	15	11	6																																																								
Jane	kenya	f	young chimps	14		3	test	10	2	3	18	3	1	15	3	4	2	3	1.414213562	0	14	13	9	5	6	1	2	3	7	4	8	7	11	12	15	14	10																																										
Jane	kenya	f	young chimps	14		4	test	12	3	2	32	3	0	11	3	3	4	3	1	0	10	9	6	3	2	1	5	9	…	13	15	14	16	15	11	7	8	7	3	2	6	5	4	12																																			
Jane	kenya	f	young chimps	14		5	test	2	2	1	4	2	0	5	1	2	2	1	1.414213562	0	6	1	2																																																								
Jane	kenya	f	young chimps	14		6	test	11	1	3	7	3	1	6	2	2	3	3	1.414213562	0	5	1	2	3	7	11																																																					
Jane	kenya	f	young chimps	14		7	test	5	1	2	2	1	0	6	2	2	1	2	1	0	5																																																										
Jane	kenya	f	young chimps	14		8	test	3	3	2	12	2	1	5	1	2	3	1	2.236067977	0	9	13	10	14	11	6	7	1	2	4	3																																																
Jane	kenya	f	young chimps	14		9	test	14	1	3	6	3	1	10	2	3	2	4	1	0	11	5	9	13	14																																																						
Jane	kenya	f	young chimps	14		10	test	8	2	1	14	1	1	14	2	4	4	2	2.828427125	0	5	9	13	14	15	10	11	6	1	2	3	4	8																																														
Jane	kenya	f	young chimps	14		11	test	7	3	1	10	1	1	10	2	3	3	2	1.414213562	0	5	9	13	14	15	16	15	11	7																																																		
Jane	kenya	f	young chimps	14		12	test	15	2	3	13	1	1	10	2	3	3	4	1.414213562	0	14	5	6	1	2	3	4	8	7	12	16	15																																															
Chipie	kenya	f	young chimps	27		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Chipie	kenya	f	young chimps	27		2	warm-up	3			8			6	2	2	3	1	1.414213562	0	7	14	10	6	2	1	3																																																				
Chipie	kenya	f	young chimps	27		1	test	9	1	2	27	2	1	6	2	2	1	3	1.414213562	0	12	6	5	1	2	3	4	8	6	10	14	13	1	3	4	15	5	6	5	3	6	5	15	11	4	1																																	
Chipie	kenya	f	young chimps	27		2	test	6	3	1	1	3	0	6	2	2	2	2	0	1																																																											
Chipie	kenya	f	young chimps	27		3	test	10	2	3	12	2	0	6	2	2	2	3	1	0	2	3	4	9	7	2	3	4	13	11	10																																																
Chipie	kenya	f	young chimps	27		4	test	12	3	2		3	0	6	2	2	4	3	2.236067977	0	8	6	14	2	1	5	3	4	9	1	2	3	14	13	9	5	6	7	8	14	10																																						
Chipie	kenya	f	young chimps	27		5	test	2	2	1	2	2	0	6	2	2	2	1	1	0	2																																																										
Chipie	kenya	f	young chimps	27		6	test	11	1	3	13	2	0	10	2	3	3	3	1	0	2	1	5	6	3	2	13	6	2	3	4	11																																															
Chipie	kenya	f	young chimps	27		7	test	5	1	2	6	2	1	6	2	2	1	2	1	0	2	3	11	13	5																																																						
Chipie	kenya	f	young chimps	27		8	test	3	3	2	4	2	1	6	2	2	3	1	1.414213562	0	5	2	3																																																								
Chipie	kenya	f	young chimps	27		9	test	14	1	3	18	2	0	6	2	2	2	4	2	0	3	2	6	9	10	15	16	6	2	1	3	4	8	6	5	1	14(	10	6	10)																																							
Chipie	kenya	f	young chimps	27		10	test	8	2	1		2	0	6	2	2	4	2	2	0	3	4	9	1	2	1	3	4	14	13	9	5																																															
Chipie	kenya	f	young chimps	27		11	test	7	3	1		3	0	2	2	1	3	2	1.414213562	0	5	3	4	2	1	11	12	6																																																			
Chipie	kenya	f	young chimps	27		12	test	15	2	3		2	0	6	2	2	3	4	2.236067977	0	3	4	6	1	9	6	10	9	13	14																																																	
Amizero	kenya	f	young chimps	29		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Amizero	kenya	f	young chimps	29		2	warm-up	3			10			8	4	2	3	1	1.414213562	0	7	6	5	15	16	12	8	4	3																																																		
Amizero	kenya	f	young chimps	29		1	test	9	1	2	21	2	1	7	3	2	1	3	2.236067977	0	16	15	6	5	1	3	2	6	8	7	4	3	2	1	2	6	11	15	14	9																																							
Amizero	kenya	f	young chimps	29		2	test	6	3	1	1	1	1	6	2	2	2	2	0	1																																																											
Amizero	kenya	f	young chimps	29		3	test	10	2	3	25	3	1	6	2	2	2	3	1	0	7	3	2	1	5	7	8	4	3	12	16	12	15	14	13	9	5	1	2	3	7	6	5	10																																			
Amizero	kenya	f	young chimps	29		4	test	12	3	2	1	2	1	9	1	3	4	3	3	0																																																											
Amizero	kenya	f	young chimps	29		5	test	2	2	1	4	1	1	3	3	1	2	1	1	0	6	3	2(	10	12	11	15	16	8	4	3	2)																																															
Amizero	kenya	f	young chimps	29		6	test	11	1	3	9	3	1	7	3	2	3	3	1	0	8	3	2	6	8	7	12	11																																																			
Amizero	kenya	f	young chimps	29		7	test	5	1	2	5	2	1	6	2	2	1	2	1	0	7	2	1	5																																																							
Amizero	kenya	f	young chimps	29		8	test	3	3	2	5	2	1	6	2	2	3	1	1.414213562	0	7	8	7	3																																																							
Amizero	kenya	f	young chimps	29		9	test	14	1	2	13	2	1	16	4	4	2	4	2	0	15	7	6	2	3	7	8	6	2	1	5	14																																															
Amizero	kenya	f	young chimps	29		10	test	8	2	1	8	1	1	16	4	4	4	2	2	0	15	14	6	7	3	7	8																																																				
Amizero	kenya	f	young chimps	29		11	test	7	3	1	1	1	1	7	3	2	3	2	0	1																																																											
Amizero	kenya	f	young chimps	29		12	test	15	2	3	4	3	1	7	3	2	3	4	2	0	6	11	15																																																								
Julia	kenya	f	old chimps	18		1	warm-up	8			14			6	2	2	4	2	2	0	3	4	12	13	9	13	4	15	16	12	3	4	8																																														
Julia	kenya	f	old chimps	18		2	warm-up	3			17			4	4	1	3	1	1	0	8	11	10	6	2	5	9	13	15	16	8	4	10	6	2	3																																											
Julia	kenya	f	old chimps	18		1	test	9	1	2	6	1	0	6	2	2	1	3	1.414213562	0	8	12	14	1	9																																																						
Julia	kenya	f	old chimps	18		2	test	6	3	1	1	1	1	6	2	2	2	2	0	1																																																											
Julia	kenya	f	old chimps	18		3	test	10	2	3	2	1	0	7	3	2	2	3	1.414213562	0	10																																																										
Julia	kenya	f	old chimps	18		4	test	12	3	2	5	1	0	6	2	2	4	3	2.236067977	0	10	9	5	12																																																							
Julia	kenya	f	old chimps	18		5	test	2	2	1	15	1	1	6	2	2	2	1	1	0	7	11	12	8	9	13	10	14	16	12	8	5	1	2																																													
Julia	kenya	f	old chimps	18		6	test	11	1	3	2	1	0	7	3	2	3	3	1	0	11																																																										
Julia	kenya	f	old chimps	18		7	test	5	1	2		1	0	10	2	3	1	2	1.414213562	0	6	7	8	6	8	4																																																					
Julia	kenya	f	old chimps	18		8	test	3	3	2	2	1	0	2	2	1	3	1	1	0	3																																																										
Julia	kenya	f	old chimps	18		9	test	14	1	3	2	1	0	10	2	3	2	4	1	0	14																																																										
Julia	kenya	f	old chimps	18		10	test	8	2	1	13	1	1	7	3	2	4	2	1	0	11	15	14	9	1	13	4	11	5	1	3	8																																															
Julia	kenya	f	old chimps	18		11	test	7	3	1	1	1	1	7	3	2	3	2	0	1																																																											
Julia	kenya	f	old chimps	18		12	test	15	2	3	31	3	1	11	3	3	3	4	1	0	10	6	7	2	1	4	14	10	16	5	6	11	14	13	8	4	2	1	9	10	9	5	6	7	9	5	7	11	12	15																													
Amahirwe	kenya	m	old chimps	20		1	warm-up	8			2						4	2			8																																																										
Amahirwe	kenya	m	old chimps	20		2	warm-up	3			14			7	3	2	3	1	1	0	8	12	11	15	16	14	13	9	10	6	5	2	3																																														
Amahirwe	kenya	m	old chimps	20		1	test	9	1	2	1	2	1	9	1	3	1	3	0	1																																																											
Amahirwe	kenya	m	old chimps	20		2	test	6	3	1	2	1	1	9	1	3	2	2	1.414213562	0	6																																																										
Amahirwe	kenya	m	old chimps	20		3	test	10	2	3	1	3	1	10	2	3	2	3	0	1																																																											
Amahirwe	kenya	m	old chimps	20		4	test	12	3	2	2	2	1	11	3	3	4	3	1	0	12																																																										
Amahirwe	kenya	m	old chimps	20		5	test	2	2	1	6	1	1	11	3	3	2	1	2.236067977	0	12	8	4	3	2																																																						
Amahirwe	kenya	m	old chimps	20		6	test	11	1	3	1	1	0	11	3	3	3	3	0	1																																																											
Amahirwe	kenya	m	old chimps	20		7	test	5	1	2	3	2	1	11	3	3	1	2	2.236067977	0	9	5																																																									
Amahirwe	kenya	m	old chimps	20		8	test	3	3	2	8	2	1	11	3	3	3	1	2	0	12	8	7	6	5	2	3																																																				
Amahirwe	kenya	m	old chimps	20		9	test	14	1	3	1	3	1	14	2	4	2	4	0	1																																																											
Amahirwe	kenya	m	old chimps	20		10	test	8	2	1	10	1	1	5	1	2	4	2	3	0	14	10	9	6	5	2	3	7	8																																																		
Amahirwe	kenya	m	old chimps	20		11	test	7	3	1	6	1	1	10	2	3	3	2	1.414213562	0	11	12	8	6	7																																																						
Amahirwe	kenya	m	old chimps	20		12	test	15	2	3	12	2	0	11	3	3	3	4	1	0	12	8	7	4	3	2	5	9	13	14	15																																																
Mwanzo	kenya	f	old chimps	22		1	warm-up	8			7			11	3	3	4	2	1.414213562	0	7	4	12	16	12	8																																																					
Mwanzo	kenya	f	old chimps	22		2	warm-up	3			9			7	3	2	3	1	1	0	8	4	12	16	12	8	4	3																																																			
Mwanzo	kenya	f	old chimps	22		1	test	9	1	2	6	1	0	10	2	3	1	3	1	0	6	7	8	4	9																																																						
Mwanzo	kenya	f	old chimps	22		2	test	6	3	1	1	1	1	6	2	2	2	2	0	1																																																											
Mwanzo	kenya	f	old chimps	22		3	test	10	2	3	1	3	1	10	2	3	2	3	0	1																																																											
Mwanzo	kenya	f	old chimps	22		4	test	12	3	2	1	2	1	12	4	3	4	3	0	1																																																											
Mwanzo	kenya	f	old chimps	22		5	test	2	2	1	2	1	1	6	2	2	2	1	1	0	2																																																										
Mwanzo	kenya	f	old chimps	22		6	test	11	1	3	8	1	0	6	2	2	3	3	1.414213562	0	2	3	8	12	16	15	11																																																				
Mwanzo	kenya	f	old chimps	22		7	test	5	1	2	11	2	1	10	2	3	1	2	1.414213562	0	6	2	6	10	6	7	3	10	9	5																																																	
Mwanzo	kenya	f	old chimps	22		8	test	3	3	2	3	2	1	1	1	1	3	1	2	0	2	3																																																									
Mwanzo	kenya	f	old chimps	22		9	test	14	1	3	1	1	0	14	2	4	2	4	0	1																																																											
Mwanzo	kenya	f	old chimps	22		10	test	8	2	1	6	1	1	10	2	3	4	2	2.236067977	0	6	2	3	4	8																																																						
Mwanzo	kenya	f	old chimps	22		11	test	7	3	1	1	2	1	7	3	2	3	2	0	1																																																											
Mwanzo	kenya	f	old chimps	22		12	test	15	2	3	7	2	0	6	2	2	3	4	2.236067977	0	7	3	4	8	12	15																																																					
Mary	kenya	f	old chimps	15		1	warm-up	8			6			12	4	3	4	2	1	0	15	12	11	10	8																																																						
Mary	kenya	f	old chimps	15		2	warm-up	3			21			8	4	2	3	1	1.414213562	0	12	11	10	6	7	6	9	14	15	16	12	8	7	11	7	10	6	9	2	3																																							
Mary	kenya	f	old chimps	15		1	test	9	1	2	1	1	0	9	1	3	1	3	0	1																																																											
Mary	kenya	f	old chimps	15		2	test	6	3	1	4	1	1	10	2	3	2	2	1	0	7	11	6																																																								
Mary	kenya	f	old chimps	15		3	test	10	2	3	1	2	0	10	2	3	2	3	0	1																																																											
Mary	kenya	f	old chimps	15		4	test	12	3	2	5	2	1	10	2	3	4	3	2	0	6	11	7	12																																																							
Mary	kenya	f	old chimps	15		5	test	2	2	1	30	1	1	10	2	3	2	1	2	0	11	7	10	6	5	9	14	11	8	7	6	10	9	12	16	15	14	10	9	10	11	12	11	10	9	12	16	3	2																														
Mary	kenya	f	old chimps	15		6	test	11	1	3	1	3	1	11	3	3	3	3	0	1																																																											
Mary	kenya	f	old chimps	15		7	test	5	1	2		2	1	10	2	3	1	2	1.414213562	0	6	7	12	16	11	10	9	13	14	15	10	6	7	8	12	16	10	6	11	12	14																																						
Mary	kenya	f	old chimps	15		8	test	3	3	2	11	2	1	11	3	3	3	1	2	0	10	6	8	12	16	15	14	10	6	3																																																	
Mary	kenya	f	old chimps	15		9	test	14	1	3	8	3	1	11	3	3	2	4	1.414213562	0	10	6	8	12	16	15	14																																																				
Mary	kenya	f	old chimps	15		10	test	8	2	1	10	1	1	11	3	3	4	2	1.414213562	0	10	6	7	3	novideo																																																						
Mary	kenya	f	old chimps	15		11	test	7	3	1	2	1	1				3	2																																																													
Mary	kenya	f	old chimps	15		12	test	15	2	3	5	3	1	6	2	2	3	4	2.236067977	0	11	12	16	15																																																							
Edvard	kenya	m	old chimps	18		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Edvard	kenya	m	old chimps	18		2	warm-up	3			3			4	4	1	3	1	1	0	8	3	11	7	4	3																																																					
Edvard	kenya	m	old chimps	18		1	test	9	1	2	3	2	1	7	3	2	1	3	2.236067977	0	6	9																																																									
Edvard	kenya	m	old chimps	18		2	test	6	3	1	2	1	1	11	3	3	2	2	1.414213562	0	6																																																										
Edvard	kenya	m	old chimps	18		3	test	10	2	3	1	3	1	10	2	3	2	3	0	1																																																											
Edvard	kenya	m	old chimps	18		4	test	12	3	2	6	2	1				4	3																																																													
Edvard	kenya	m	old chimps	18		5	test	2	2	1	5	2	0				2	1																																																													
Edvard	kenya	m	old chimps	18		6	test	11	1	3	8	3	1				3	3																																																													
Edvard	kenya	m	old chimps	18		7	test	5	1	2	4	2	1				1	2																																																													
Edvard	kenya	m	old chimps	18		8	test	3	3	2	2	3	0				3	1																																																													
Edvard	kenya	m	old chimps	18		9	test	14	1	3	16	2	0				2	4																																																													
Edvard	kenya	m	old chimps	18		10	test	8	2	1	8	2	0				4	2																																																													
Edvard	kenya	m	old chimps	18		11	test	7	3	1	7	2	0				3	2																																																													
Edvard	kenya	m	old chimps	18		12	test	15	2	3	12	2	0				3	4																																																													
Zee	kenya	m	old chimps	18		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Zee	kenya	m	old chimps	18		2	warm-up	3			8			4	4	1	3	1	1	0	6	1	12	16	9	7	3																																																				
Zee	kenya	m	old chimps	18		1	test	9	1	2	6	2	1	7	3	2	1	3	2.236067977	0	6	1	8	4	9																																																						
Zee	kenya	m	old chimps	18		2	test	6	3	1	1	3	0	6	2	2	2	2	0	1																																																											
Zee	kenya	m	old chimps	18		3	test	10	2	3	13	2	0	6	2	2	2	3	1	0	5	9	11	12	4	1	12	16	15	16	14	10																																															
Zee	kenya	m	old chimps	18		4	test	12	3	2	10	2	1	7	3	2	4	3	1.414213562	0	6	10	11	5	1	3	2	4	12																																																		
Zee	kenya	m	old chimps	18		5	test	2	2	1	4	2	0	3	3	1	2	1	1	0	7	6	2																																																								
Zee	kenya	m	old chimps	18		6	test	11	1	3	2	3	1	6	2	2	3	3	1.414213562	0	11																																																										
Zee	kenya	m	old chimps	18		7	test	5	1	2	2	2	1	7	3	2	1	2	2	0	5																																																										
Zee	kenya	m	old chimps	18		8	test	3	3	2	6	2	1	7	3	2	3	1	1	0	6	5	1	4	3																																																						
Zee	kenya	m	old chimps	18		9	test	14	1	3	18	3	1	6	2	2	2	4	2	0	5	1	8	7	11	10	9	13	15	11	5	4	3	2	6	10	14																																										
Zee	kenya	m	old chimps	18		10	test	8	2	1	15	2	0	7	3	2	4	2	1	0	6	11	10	5	1	11	14	10	13	15	16	12	4	8																																													
Zee	kenya	m	old chimps	18		11	test	7	3	1	1	3	0	7	3	2	3	2	0	1																																																											
Zee	kenya	m	old chimps	18		12	test	15	2	3	11	3	1	10	2	3	3	4	1.414213562	0	6	7	11	10	5	1	3	8	12	15																																																	
Cheetah	kenya	f	old chimps	31		1	warm-up	8			2			12	4	3	4	2	1	0	8																																																										
Cheetah	kenya	f	old chimps	31		2	warm-up	3			1			3	3	1	3	1	0	1																																																											
Cheetah	kenya	f	old chimps	31		1	test	9	1	2	6	2	1	6	2	2	1	3	1.414213562	0	7	3	8	12	9																																																						
Cheetah	kenya	f	old chimps	31		2	test	6	3	1	4	3	0	9	1	3	2	2	1.414213562	0	13	10	6																																																								
Cheetah	kenya	f	old chimps	31		3	test	10	2	3	3	3	1	6	2	2	2	3	1	0	9	10																																																									
Cheetah	kenya	f	old chimps	31		4	test	12	3	2	1	3	0	12	4	3	4	3	0	1																																																											
Cheetah	kenya	f	old chimps	31		5	test	2	2	1	7	2	0	3	3	1	2	1	1	0	6	7	8	9	5	2																																																					
Cheetah	kenya	f	old chimps	31		6	test	11	1	3	1	3	1	11	3	3	3	3	0	1																																																											
Cheetah	kenya	f	old chimps	31		7	test	5	1	2	6	2	1	6	2	2	1	2	1	0	7	8	2	1	5																																																						
Cheetah	kenya	f	old chimps	31		8	test	3	3	2	18	2	1	6	2	2	3	1	1.414213562	0	5	6	7	11	9	10	1	2	4	8	12	9	13	14	15	16	3																																										
Cheetah	kenya	f	old chimps	31		9	test	14	1	3	4	3	1	10	2	3	2	4	1	0	6	10	14																																																								
Cheetah	kenya	f	old chimps	31		10	test	8	2	1	9	1	1	10	2	3	4	2	2.236067977	0	6	7	3	5	1	2	4	8																																																			
Cheetah	kenya	f	old chimps	31		11	test	7	3	1	14	2	0	10	2	3	3	2	1.414213562	0	11	8	12	3	1	2	6	13	14	16	15	11	7																																														
Cheetah	kenya	f	old chimps	31		12	test	15	2	3	6	3	1	7	3	2	3	4	2	0	8	11	12	14	15																																																						
Alikaka	kenya	m	old chimps	16		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Alikaka	kenya	m	old chimps	16		2	warm-up	3			21			12	4	3	3	1	2.236067977	0	7	6	5	10	15	13	9	7	2	4	12	16	15	14	9	5	1	6	8	3																																							
Alikaka	kenya	m	old chimps	16		1	test	9	1	2	4	2	1	6	2	2	1	3	1.414213562	0	7	11	9																																																								
Alikaka	kenya	m	old chimps	16		2	test	6	3	1	2	3	0	5	1	2	2	2	1	0	6																																																										
Alikaka	kenya	m	old chimps	16		3	test	10	2	3	11	3	1	11	3	3	2	3	1	0	7	5	6	9	5	9	1	3	2	10																																																	
Alikaka	kenya	m	old chimps	16		4	test	12	3	2	5	3	0	10	2	3	4	3	2	0	5	6	7	12																																																							
Alikaka	kenya	m	old chimps	16		5	test	2	2	1	12	3	0	8	4	2	2	1	2.236067977	0	6	11	10	9	12	16	15	14	13	9	2																																																
Alikaka	kenya	m	old chimps	16		6	test	11	1	3	26	3	1	7	3	2	3	3	1	0	8	12	16	10	9	5	1	3	2	4	8	9	10	6	14	13	9	5	1	2	3	8	12	11																																			
Alikaka	kenya	m	old chimps	16		7	test	5	1	2	3	2	1	10	2	3	1	2	1.414213562	0	6	5																																																									
Alikaka	kenya	m	old chimps	16		8	test	3	3	2	1	2	1	3	3	1	3	1	0	1																																																											
Alikaka	kenya	m	old chimps	16		9	test	14	1	3	9	3	1	12	4	3	2	4	2.236067977	0	8	4	2	1	9	11	15	14																																																			
Alikaka	kenya	m	old chimps	16		10	test	8	2	1	5	1	1	10	2	3	4	2	2.236067977	0	6	3	4	8																																																							
Alikaka	kenya	m	old chimps	16		11	test	7	3	1	2	1	1	8	4	2	3	2	1	0	7																																																										
Alikaka	kenya	m	old chimps	16		12	test	15	2	3	10	3	1	10	2	3	3	4	1.414213562	0	9	5	2	1	7	8	4	3	15																																																		
Niyonkuru	kenya	m	young chimps	28		1	warm-up	8			14			14	2	4	4	2	2.828427125	0	15	14	13	9	10	11	6	5	1	2	3	4	8																																														
Niyonkuru	kenya	m	young chimps	28		2	warm-up	3			2			4	4	1	3	1	1	0	3																																																										
Niyonkuru	kenya	m	young chimps	28		1	test	9	1	2	3	2	1	5	1	2	1	3	1	0	2	9																																																									
Niyonkuru	kenya	m	young chimps	28		2	test	6	3	1	60	1	1	2	2	1	2	2	1	0	1	5	9	13	14	15	11	7	8	4	3	2	1	5	9	13	14	10	11	15	16	12	8	4	3	2	1	5	9	13	14	15	16	12	5	14	15	16	11	7	2	3	9	13	14	15	13	1	7	8	7	8	12	16	15	14	10	6	
Niyonkuru	kenya	m	young chimps	28		3	test	10	2	3	1	3	1	10	2	3	2	3	0	1																																																											
Niyonkuru	kenya	m	young chimps	28		4	test	12	3	2	14	2	1	11	3	3	4	3	1	0	7	6	2	5	9	14	10	11	15	16	8	4	12																																														
Niyonkuru	kenya	m	young chimps	28		5	test	2	2	1	30	3	0	6	2	2	2	1	1	0	7	3	5	13	9	10	11	7	8	4	3	7	6	5	13	14	15	16	12	10	13	9	14	15	16	7	3	4	2																														
Niyonkuru	kenya	m	young chimps	28		6	test	11	1	3	2	3	1	6	2	2	3	3	1.414213562	0	11																																																										
Niyonkuru	kenya	m	young chimps	28		7	test	5	1	2	2	2	1	6	2	2	1	2	1	0	5																																																										
Niyonkuru	kenya	m	young chimps	28		8	test	3	3	2	12	2	1	7	3	2	3	1	1	0	6	5	10	13	14	15	11	7	8	4	3																																																
Niyonkuru	kenya	m	young chimps	28		9	test	14	1	3	5	2	0	7	3	2	2	4	2.236067977	0	6	10	13	14																																																							
